CYP2C9 Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*30/*50,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*51,n/a,CYP2C9 Indeterminate,none
*30/*52,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*30/*53,n/a,CYP2C9 Indeterminate,none
*30/*54,n/a,CYP2C9 Indeterminate,none
*30/*55,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*56,n/a,CYP2C9 Indeterminate,none
*30/*57,n/a,CYP2C9 Indeterminate,none
*30/*58,n/a,CYP2C9 Indeterminate,none
*30/*59,n/a,CYP2C9 Indeterminate,none
*30/*60,n/a,CYP2C9 Indeterminate,none
*30/*61,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*62,n/a,CYP2C9 Indeterminate,none
*30/*63,n/a,CYP2C9 Indeterminate,none
*30/*64,n/a,CYP2C9 Indeterminate,none
*30/*65,n/a,CYP2C9 Indeterminate,none
*30/*66,n/a,CYP2C9 Indeterminate,none
*30/*67,n/a,CYP2C9 Indeterminate,none
*30/*68,n/a,CYP2C9 Indeterminate,none
*30/*69,n/a,CYP2C9 Indeterminate,none
*30/*70,n/a,CYP2C9 Indeterminate,none
*30/*71,n/a,CYP2C9 Indeterminate,none
*30/*72,n/a,CYP2C9 Indeterminate,none
*30/*73,n/a,CYP2C9 Indeterminate,none
*30/*74,n/a,CYP2C9 Indeterminate,none
*30/*75,n/a,CYP2C9 Indeterminate,none
*31/*31,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*32,n/a,CYP2C9 Indeterminate,none
*31/*33,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*31/*34,n/a,CYP2C9 Indeterminate,none
*31/*35,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*31/*36,n/a,CYP2C9 Indeterminate,none
*31/*37,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*38,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*39,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*31/*40,n/a,CYP2C9 Indeterminate,none
*31/*41,n/a,CYP2C9 Indeterminate,none
*31/*42,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*31/*43,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*31/*44,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*45,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*31/*46,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*47,n/a,CYP2C9 Indeterminate,none
*31/*48,n/a,CYP2C9 Indeterminate,none
*31/*49,n/a,CYP2C9 Indeterminate,none
*31/*50,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*51,n/a,CYP2C9 Indeterminate,none
*31/*52,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*31/*53,n/a,CYP2C9 Indeterminate,none
*31/*54,n/a,CYP2C9 Indeterminate,none
*31/*55,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*56,n/a,CYP2C9 Indeterminate,none
*31/*57,n/a,CYP2C9 Indeterminate,none
*31/*58,n/a,CYP2C9 Indeterminate,none
*31/*59,n/a,CYP2C9 Indeterminate,none
*31/*60,n/a,CYP2C9 Indeterminate,none
*31/*61,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*62,n/a,CYP2C9 Indeterminate,none
*31/*63,n/a,CYP2C9 Indeterminate,none
*31/*64,n/a,CYP2C9 Indeterminate,none
*31/*65,n/a,CYP2C9 Indeterminate,none
*31/*66,n/a,CYP2C9 Indeterminate,none
*31/*67,n/a,CYP2C9 Indeterminate,none
*31/*68,n/a,CYP2C9 Indeterminate,none
*31/*69,n/a,CYP2C9 Indeterminate,none
*31/*70,n/a,CYP2C9 Indeterminate,none
*31/*71,n/a,CYP2C9 Indeterminate,none
*31/*72,n/a,CYP2C9 Indeterminate,none
*31/*73,n/a,CYP2C9 Indeterminate,none
*31/*74,n/a,CYP2C9 Indeterminate,none
*31/*75,n/a,CYP2C9 Indeterminate,none
*32/*32,n/a,CYP2C9 Indeterminate,none
*32/*33,n/a,CYP2C9 Indeterminate,none
*32/*34,n/a,CYP2C9 Indeterminate,none
*32/*35,n/a,CYP2C9 Indeterminate,none
*32/*36,n/a,CYP2C9 Indeterminate,none
*32/*37,n/a,CYP2C9 Indeterminate,none
*32/*38,n/a,CYP2C9 Indeterminate,none
*32/*39,n/a,CYP2C9 Indeterminate,none
*32/*40,n/a,CYP2C9 Indeterminate,none
*32/*41,n/a,CYP2C9 Indeterminate,none
*32/*42,n/a,CYP2C9 Indeterminate,none
*32/*43,n/a,CYP2C9 Indeterminate,none
*32/*44,n/a,CYP2C9 Indeterminate,none
*32/*45,n/a,CYP2C9 Indeterminate,none
*32/*46,n/a,CYP2C9 Indeterminate,none
*32/*47,n/a,CYP2C9 Indeterminate,none
*32/*48,n/a,CYP2C9 Indeterminate,none
*32/*49,n/a,CYP2C9 Indeterminate,none
*32/*50,n/a,CYP2C9 Indeterminate,none
*32/*51,n/a,CYP2C9 Indeterminate,none
*32/*52,n/a,CYP2C9 Indeterminate,none
*32/*53,n/a,CYP2C9 Indeterminate,none
*32/*54,n/a,CYP2C9 Indeterminate,none
*32/*55,n/a,CYP2C9 Indeterminate,none
*32/*56,n/a,CYP2C9 Indeterminate,none
*32/*57,n/a,CYP2C9 Indeterminate,none
*32/*58,n/a,CYP2C9 Indeterminate,none
*32/*59,n/a,CYP2C9 Indeterminate,none
*32/*60,n/a,CYP2C9 Indeterminate,none
*32/*61,n/a,CYP2C9 Indeterminate,none
*32/*62,n/a,CYP2C9 Indeterminate,none
*32/*63,n/a,CYP2C9 Indeterminate,none
*32/*64,n/a,CYP2C9 Indeterminate,none
*32/*65,n/a,CYP2C9 Indeterminate,none
*32/*66,n/a,CYP2C9 Indeterminate,none
*32/*67,n/a,CYP2C9 Indeterminate,none
*32/*68,n/a,CYP2C9 Indeterminate,none
*32/*69,n/a,CYP2C9 Indeterminate,none
*32/*70,n/a,CYP2C9 Indeterminate,none
*32/*71,n/a,CYP2C9 Indeterminate,none
*32/*72,n/a,CYP2C9 Indeterminate,none
*32/*73,n/a,CYP2C9 Indeterminate,none
*32/*74,n/a,CYP2C9 Indeterminate,none
*32/*75,n/a,CYP2C9 Indeterminate,none
*33/*33,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*34,n/a,CYP2C9 Indeterminate,none
*33/*35,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*36,n/a,CYP2C9 Indeterminate,none
*33/*37,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*38,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*39,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*40,n/a,CYP2C9 Indeterminate,none
*33/*41,n/a,CYP2C9 Indeterminate,none
*33/*42,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*43,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*44,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*45,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*46,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*47,n/a,CYP2C9 Indeterminate,none
*33/*48,n/a,CYP2C9 Indeterminate,none
*33/*49,n/a,CYP2C9 Indeterminate,none
*33/*50,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*51,n/a,CYP2C9 Indeterminate,none
*33/*52,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*53,n/a,CYP2C9 Indeterminate,none
*33/*54,n/a,CYP2C9 Indeterminate,none
*33/*55,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*56,n/a,CYP2C9 Indeterminate,none
*33/*57,n/a,CYP2C9 Indeterminate,none
*33/*58,n/a,CYP2C9 Indeterminate,none
*33/*59,n/a,CYP2C9 Indeterminate,none
*33/*60,n/a,CYP2C9 Indeterminate,none
*33/*61,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*33/*62,n/a,CYP2C9 Indeterminate,none
*33/*63,n/a,CYP2C9 Indeterminate,none
*33/*64,n/a,CYP2C9 Indeterminate,none
*33/*65,n/a,CYP2C9 Indeterminate,none
*33/*66,n/a,CYP2C9 Indeterminate,none
*33/*67,n/a,CYP2C9 Indeterminate,none
*33/*68,n/a,CYP2C9 Indeterminate,none
*33/*69,n/a,CYP2C9 Indeterminate,none
*33/*70,n/a,CYP2C9 Indeterminate,none
*33/*71,n/a,CYP2C9 Indeterminate,none
*33/*72,n/a,CYP2C9 Indeterminate,none
*33/*73,n/a,CYP2C9 Indeterminate,none
*33/*74,n/a,CYP2C9 Indeterminate,none
*33/*75,n/a,CYP2C9 Indeterminate,none
*34/*34,n/a,CYP2C9 Indeterminate,none
*34/*35,n/a,CYP2C9 Indeterminate,none
*34/*36,n/a,CYP2C9 Indeterminate,none
*34/*37,n/a,CYP2C9 Indeterminate,none
*34/*38,n/a,CYP2C9 Indeterminate,none
*34/*39,n/a,CYP2C9 Indeterminate,none
*34/*40,n/a,CYP2C9 Indeterminate,none
*34/*41,n/a,CYP2C9 Indeterminate,none
*34/*42,n/a,CYP2C9 Indeterminate,none
*34/*43,n/a,CYP2C9 Indeterminate,none
*34/*44,n/a,CYP2C9 Indeterminate,none
*34/*45,n/a,CYP2C9 Indeterminate,none
*34/*46,n/a,CYP2C9 Indeterminate,none
*34/*47,n/a,CYP2C9 Indeterminate,none
*34/*48,n/a,CYP2C9 Indeterminate,none
*34/*49,n/a,CYP2C9 Indeterminate,none
*34/*50,n/a,CYP2C9 Indeterminate,none
*34/*51,n/a,CYP2C9 Indeterminate,none
*34/*52,n/a,CYP2C9 Indeterminate,none
*34/*53,n/a,CYP2C9 Indeterminate,none
*34/*54,n/a,CYP2C9 Indeterminate,none
*34/*55,n/a,CYP2C9 Indeterminate,none
*34/*56,n/a,CYP2C9 Indeterminate,none
*34/*57,n/a,CYP2C9 Indeterminate,none
*34/*58,n/a,CYP2C9 Indeterminate,none
*34/*59,n/a,CYP2C9 Indeterminate,none
*34/*60,n/a,CYP2C9 Indeterminate,none
*34/*61,n/a,CYP2C9 Indeterminate,none
*34/*62,n/a,CYP2C9 Indeterminate,none
*34/*63,n/a,CYP2C9 Indeterminate,none
*34/*64,n/a,CYP2C9 Indeterminate,none
*34/*65,n/a,CYP2C9 Indeterminate,none
*34/*66,n/a,CYP2C9 Indeterminate,none
*34/*67,n/a,CYP2C9 Indeterminate,none
*34/*68,n/a,CYP2C9 Indeterminate,none
*34/*69,n/a,CYP2C9 Indeterminate,none
*34/*70,n/a,CYP2C9 Indeterminate,none
*34/*71,n/a,CYP2C9 Indeterminate,none
*34/*72,n/a,CYP2C9 Indeterminate,none
*34/*73,n/a,CYP2C9 Indeterminate,none
*34/*74,n/a,CYP2C9 Indeterminate,none
*34/*75,n/a,CYP2C9 Indeterminate,none
*35/*35,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*36,n/a,CYP2C9 Indeterminate,none
*35/*37,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*38,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*39,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*40,n/a,CYP2C9 Indeterminate,none
*35/*41,n/a,CYP2C9 Indeterminate,none
*35/*42,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*43,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*44,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*45,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*46,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*47,n/a,CYP2C9 Indeterminate,none
*35/*48,n/a,CYP2C9 Indeterminate,none
*35/*49,n/a,CYP2C9 Indeterminate,none
*35/*50,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*51,n/a,CYP2C9 Indeterminate,none
*35/*52,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*53,n/a,CYP2C9 Indeterminate,none
*35/*54,n/a,CYP2C9 Indeterminate,none
*35/*55,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*56,n/a,CYP2C9 Indeterminate,none
*35/*57,n/a,CYP2C9 Indeterminate,none
*35/*58,n/a,CYP2C9 Indeterminate,none
*35/*59,n/a,CYP2C9 Indeterminate,none
*35/*60,n/a,CYP2C9 Indeterminate,none
*35/*61,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*35/*62,n/a,CYP2C9 Indeterminate,none
*35/*63,n/a,CYP2C9 Indeterminate,none
*35/*64,n/a,CYP2C9 Indeterminate,none
*35/*65,n/a,CYP2C9 Indeterminate,none
*35/*66,n/a,CYP2C9 Indeterminate,none
*35/*67,n/a,CYP2C9 Indeterminate,none
*35/*68,n/a,CYP2C9 Indeterminate,none
*35/*69,n/a,CYP2C9 Indeterminate,none
*35/*70,n/a,CYP2C9 Indeterminate,none
*35/*71,n/a,CYP2C9 Indeterminate,none
*35/*72,n/a,CYP2C9 Indeterminate,none
*35/*73,n/a,CYP2C9 Indeterminate,none
*35/*74,n/a,CYP2C9 Indeterminate,none
*35/*75,n/a,CYP2C9 Indeterminate,none
*36/*36,n/a,CYP2C9 Indeterminate,none
*36/*37,n/a,CYP2C9 Indeterminate,none
*36/*38,n/a,CYP2C9 Indeterminate,none
*36/*39,n/a,CYP2C9 Indeterminate,none
*36/*40,n/a,CYP2C9 Indeterminate,none
*36/*41,n/a,CYP2C9 Indeterminate,none
*36/*42,n/a,CYP2C9 Indeterminate,none
*36/*43,n/a,CYP2C9 Indeterminate,none
*36/*44,n/a,CYP2C9 Indeterminate,none
*36/*45,n/a,CYP2C9 Indeterminate,none
*36/*46,n/a,CYP2C9 Indeterminate,none
*36/*47,n/a,CYP2C9 Indeterminate,none
*36/*48,n/a,CYP2C9 Indeterminate,none
*36/*49,n/a,CYP2C9 Indeterminate,none
*36/*50,n/a,CYP2C9 Indeterminate,none
*36/*51,n/a,CYP2C9 Indeterminate,none
*36/*52,n/a,CYP2C9 Indeterminate,none
*36/*53,n/a,CYP2C9 Indeterminate,none
*36/*54,n/a,CYP2C9 Indeterminate,none
*36/*55,n/a,CYP2C9 Indeterminate,none
*36/*56,n/a,CYP2C9 Indeterminate,none
*36/*57,n/a,CYP2C9 Indeterminate,none
*36/*58,n/a,CYP2C9 Indeterminate,none
*36/*59,n/a,CYP2C9 Indeterminate,none
*36/*60,n/a,CYP2C9 Indeterminate,none
*36/*61,n/a,CYP2C9 Indeterminate,none
*36/*62,n/a,CYP2C9 Indeterminate,none
*36/*63,n/a,CYP2C9 Indeterminate,none
*36/*64,n/a,CYP2C9 Indeterminate,none
*36/*65,n/a,CYP2C9 Indeterminate,none
*36/*66,n/a,CYP2C9 Indeterminate,none
*36/*67,n/a,CYP2C9 Indeterminate,none
*36/*68,n/a,CYP2C9 Indeterminate,none
*36/*69,n/a,CYP2C9 Indeterminate,none
*36/*70,n/a,CYP2C9 Indeterminate,none
*36/*71,n/a,CYP2C9 Indeterminate,none
*36/*72,n/a,CYP2C9 Indeterminate,none
*36/*73,n/a,CYP2C9 Indeterminate,none
*36/*74,n/a,CYP2C9 Indeterminate,none
*36/*75,n/a,CYP2C9 Indeterminate,none
*37/*37,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*38,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*39,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*37/*40,n/a,CYP2C9 Indeterminate,none
*37/*41,n/a,CYP2C9 Indeterminate,none
*37/*42,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*37/*43,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*37/*44,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*45,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*37/*46,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*47,n/a,CYP2C9 Indeterminate,none
*37/*48,n/a,CYP2C9 Indeterminate,none
*37/*49,n/a,CYP2C9 Indeterminate,none
*37/*50,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*51,n/a,CYP2C9 Indeterminate,none
*37/*52,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*37/*53,n/a,CYP2C9 Indeterminate,none
*37/*54,n/a,CYP2C9 Indeterminate,none
*37/*55,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*56,n/a,CYP2C9 Indeterminate,none
*37/*57,n/a,CYP2C9 Indeterminate,none
*37/*58,n/a,CYP2C9 Indeterminate,none
*37/*59,n/a,CYP2C9 Indeterminate,none
*37/*60,n/a,CYP2C9 Indeterminate,none
*37/*61,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*62,n/a,CYP2C9 Indeterminate,none
*37/*63,n/a,CYP2C9 Indeterminate,none
*37/*64,n/a,CYP2C9 Indeterminate,none
*37/*65,n/a,CYP2C9 Indeterminate,none
*37/*66,n/a,CYP2C9 Indeterminate,none
*37/*67,n/a,CYP2C9 Indeterminate,none
*37/*68,n/a,CYP2C9 Indeterminate,none
*37/*69,n/a,CYP2C9 Indeterminate,none
*37/*70,n/a,CYP2C9 Indeterminate,none
*37/*71,n/a,CYP2C9 Indeterminate,none
*37/*72,n/a,CYP2C9 Indeterminate,none
*37/*73,n/a,CYP2C9 Indeterminate,none
*37/*74,n/a,CYP2C9 Indeterminate,none
*37/*75,n/a,CYP2C9 Indeterminate,none
*38/*38,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*39,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*38/*40,n/a,CYP2C9 Indeterminate,none
*38/*41,n/a,CYP2C9 Indeterminate,none
*38/*42,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*38/*43,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*38/*44,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*45,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*38/*46,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*47,n/a,CYP2C9 Indeterminate,none
*38/*48,n/a,CYP2C9 Indeterminate,none
*38/*49,n/a,CYP2C9 Indeterminate,none
*38/*50,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*51,n/a,CYP2C9 Indeterminate,none
*38/*52,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*38/*53,n/a,CYP2C9 Indeterminate,none
*38/*54,n/a,CYP2C9 Indeterminate,none
*38/*55,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*56,n/a,CYP2C9 Indeterminate,none
*38/*57,n/a,CYP2C9 Indeterminate,none
*38/*58,n/a,CYP2C9 Indeterminate,none
*38/*59,n/a,CYP2C9 Indeterminate,none
*38/*60,n/a,CYP2C9 Indeterminate,none
*38/*61,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*62,n/a,CYP2C9 Indeterminate,none
*38/*63,n/a,CYP2C9 Indeterminate,none
*38/*64,n/a,CYP2C9 Indeterminate,none
*38/*65,n/a,CYP2C9 Indeterminate,none
*38/*66,n/a,CYP2C9 Indeterminate,none
*38/*67,n/a,CYP2C9 Indeterminate,none
*38/*68,n/a,CYP2C9 Indeterminate,none
*38/*69,n/a,CYP2C9 Indeterminate,none
*38/*70,n/a,CYP2C9 Indeterminate,none
*38/*71,n/a,CYP2C9 Indeterminate,none
*38/*72,n/a,CYP2C9 Indeterminate,none
*38/*73,n/a,CYP2C9 Indeterminate,none
*38/*74,n/a,CYP2C9 Indeterminate,none
*38/*75,n/a,CYP2C9 Indeterminate,none
*39/*39,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*39/*40,n/a,CYP2C9 Indeterminate,none
*39/*41,n/a,CYP2C9 Indeterminate,none
*39/*42,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*39/*43,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*39/*44,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*39/*45,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*39/*46,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*39/*47,n/a,CYP2C9 Indeterminate,none
*39/*48,n/a,CYP2C9 Indeterminate,none
*39/*49,n/a,CYP2C9 Indeterminate,none
*39/*50,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*39/*51,n/a,CYP2C9 Indeterminate,none
*39/*52,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*39/*53,n/a,CYP2C9 Indeterminate,none
*39/*54,n/a,CYP2C9 Indeterminate,none
*39/*55,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*39/*56,n/a,CYP2C9 Indeterminate,none
*39/*57,n/a,CYP2C9 Indeterminate,none
*39/*58,n/a,CYP2C9 Indeterminate,none
*39/*59,n/a,CYP2C9 Indeterminate,none
*39/*60,n/a,CYP2C9 Indeterminate,none
*39/*61,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*39/*62,n/a,CYP2C9 Indeterminate,none
*39/*63,n/a,CYP2C9 Indeterminate,none
*39/*64,n/a,CYP2C9 Indeterminate,none
*39/*65,n/a,CYP2C9 Indeterminate,none
*39/*66,n/a,CYP2C9 Indeterminate,none
*39/*67,n/a,CYP2C9 Indeterminate,none
*39/*68,n/a,CYP2C9 Indeterminate,none
*39/*69,n/a,CYP2C9 Indeterminate,none
*39/*70,n/a,CYP2C9 Indeterminate,none
*39/*71,n/a,CYP2C9 Indeterminate,none
*39/*72,n/a,CYP2C9 Indeterminate,none
*39/*73,n/a,CYP2C9 Indeterminate,none
*39/*74,n/a,CYP2C9 Indeterminate,none
*39/*75,n/a,CYP2C9 Indeterminate,none
*40/*40,n/a,CYP2C9 Indeterminate,none
*40/*41,n/a,CYP2C9 Indeterminate,none
*40/*42,n/a,CYP2C9 Indeterminate,none
*40/*43,n/a,CYP2C9 Indeterminate,none
*40/*44,n/a,CYP2C9 Indeterminate,none
*40/*45,n/a,CYP2C9 Indeterminate,none
*40/*46,n/a,CYP2C9 Indeterminate,none
*40/*47,n/a,CYP2C9 Indeterminate,none
*40/*48,n/a,CYP2C9 Indeterminate,none
*40/*49,n/a,CYP2C9 Indeterminate,none
*40/*50,n/a,CYP2C9 Indeterminate,none
*40/*51,n/a,CYP2C9 Indeterminate,none
*40/*52,n/a,CYP2C9 Indeterminate,none
*40/*53,n/a,CYP2C9 Indeterminate,none
*40/*54,n/a,CYP2C9 Indeterminate,none
*40/*55,n/a,CYP2C9 Indeterminate,none
*40/*56,n/a,CYP2C9 Indeterminate,none
*40/*57,n/a,CYP2C9 Indeterminate,none
*40/*58,n/a,CYP2C9 Indeterminate,none
*40/*59,n/a,CYP2C9 Indeterminate,none
*40/*60,n/a,CYP2C9 Indeterminate,none
*40/*61,n/a,CYP2C9 Indeterminate,none
*40/*62,n/a,CYP2C9 Indeterminate,none
*40/*63,n/a,CYP2C9 Indeterminate,none
*40/*64,n/a,CYP2C9 Indeterminate,none
*40/*65,n/a,CYP2C9 Indeterminate,none
*40/*66,n/a,CYP2C9 Indeterminate,none
*40/*67,n/a,CYP2C9 Indeterminate,none
*40/*68,n/a,CYP2C9 Indeterminate,none
*40/*69,n/a,CYP2C9 Indeterminate,none
*40/*70,n/a,CYP2C9 Indeterminate,none
*40/*71,n/a,CYP2C9 Indeterminate,none
*40/*72,n/a,CYP2C9 Indeterminate,none
*40/*73,n/a,CYP2C9 Indeterminate,none
*40/*74,n/a,CYP2C9 Indeterminate,none
*40/*75,n/a,CYP2C9 Indeterminate,none
*41/*41,n/a,CYP2C9 Indeterminate,none
*41/*42,n/a,CYP2C9 Indeterminate,none
*41/*43,n/a,CYP2C9 Indeterminate,none
*41/*44,n/a,CYP2C9 Indeterminate,none
*41/*45,n/a,CYP2C9 Indeterminate,none
*41/*46,n/a,CYP2C9 Indeterminate,none
*41/*47,n/a,CYP2C9 Indeterminate,none
*41/*48,n/a,CYP2C9 Indeterminate,none
*41/*49,n/a,CYP2C9 Indeterminate,none
*41/*50,n/a,CYP2C9 Indeterminate,none
*41/*51,n/a,CYP2C9 Indeterminate,none
*41/*52,n/a,CYP2C9 Indeterminate,none
*41/*53,n/a,CYP2C9 Indeterminate,none
*41/*54,n/a,CYP2C9 Indeterminate,none
*41/*55,n/a,CYP2C9 Indeterminate,none
*41/*56,n/a,CYP2C9 Indeterminate,none
*41/*57,n/a,CYP2C9 Indeterminate,none
*41/*58,n/a,CYP2C9 Indeterminate,none
*41/*59,n/a,CYP2C9 Indeterminate,none
*41/*60,n/a,CYP2C9 Indeterminate,none
*41/*61,n/a,CYP2C9 Indeterminate,none
*41/*62,n/a,CYP2C9 Indeterminate,none
*41/*63,n/a,CYP2C9 Indeterminate,none
*41/*64,n/a,CYP2C9 Indeterminate,none
*41/*65,n/a,CYP2C9 Indeterminate,none
*41/*66,n/a,CYP2C9 Indeterminate,none
*41/*67,n/a,CYP2C9 Indeterminate,none
*41/*68,n/a,CYP2C9 Indeterminate,none
*41/*69,n/a,CYP2C9 Indeterminate,none
*41/*70,n/a,CYP2C9 Indeterminate,none
*41/*71,n/a,CYP2C9 Indeterminate,none
*41/*72,n/a,CYP2C9 Indeterminate,none
*41/*73,n/a,CYP2C9 Indeterminate,none
*41/*74,n/a,CYP2C9 Indeterminate,none
*41/*75,n/a,CYP2C9 Indeterminate,none
*42/*42,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*42/*43,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*42/*44,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*42/*45,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*42/*46,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*42/*47,n/a,CYP2C9 Indeterminate,none
*42/*48,n/a,CYP2C9 Indeterminate,none
*42/*49,n/a,CYP2C9 Indeterminate,none
*42/*50,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*42/*51,n/a,CYP2C9 Indeterminate,none
*42/*52,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*42/*53,n/a,CYP2C9 Indeterminate,none
*42/*54,n/a,CYP2C9 Indeterminate,none
*42/*55,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*42/*56,n/a,CYP2C9 Indeterminate,none
